region,ics,trust_code,trust_name,hosp_code,hosp_name,country,mortality_denom_N,died30_n,died30_perc,died90_n,died90_perc,died30hospcount_reason_N,COD30_diag_code_highest_diag_1,COD30_diag_code_highest_diag_2,COD30_diag_code_highest_diag_3,COD30diagcount_highest_diag_1,COD30diagcount_highest_diag_2,COD30diagcount_highest_diag_3,CODdiag30perc_highest_diag_1,CODdiag30perc_highest_diag_2,CODdiag30perc_highest_diag_3,died90hospcount_reason_N,COD90_diag_code_highest_diag_1,COD90_diag_code_highest_diag_2,COD90_diag_code_highest_diag_3,COD90diagcount_highest_diag_1,COD90diagcount_highest_diag_2,COD90diagcount_highest_diag_3,CODdiag90perc_highest_diag_1,CODdiag90perc_highest_diag_2,CODdiag90perc_highest_diag_3,readmitted30_N,readmitted30_No_n,readmitted30_No_perc,readmitted30_Yes_n,readmitted30_Yes_perc,readmitted90_N,readmitted90_No_n,readmitted90_No_perc,readmitted90_Yes_n,readmitted90_Yes_perc,read30hospcount_reason_N,readmiss30_diag_code_highest_diag_1,readmiss30_diag_code_highest_diag_2,readmiss30_diag_code_highest_diag_3,readmiss30diagcount_highest_diag_1,readmiss30diagcount_highest_diag_2,readmiss30diagcount_highest_diag_3,readmissdiag30perc_highest_diag_1,readmissdiag30perc_highest_diag_2,readmissdiag30perc_highest_diag_3,read90hospcount_reason_N,readmiss90_diag_code_highest_diag_1,readmiss90_diag_code_highest_diag_2,readmiss90_diag_code_highest_diag_3,readmiss90diagcount_highest_diag_1,readmiss90diagcount_highest_diag_2,readmiss90diagcount_highest_diag_3,readmissdiag90perc_highest_diag_1,readmissdiag90perc_highest_diag_2,readmissdiag90perc_highest_diag_3,age_N,age_median,age_lo.quart,age_hi.quart,gender_N,gender_Male_n,gender_Male_perc,gender_Female_n,gender_Female_perc,gender_Transgender_n,gender_Transgender_perc,gender_Other_n,gender_Other_perc,gender_Not_recorded/Preferred_not_to_say_n,gender_Not_recorded/Preferred_not_to_say_perc,IMD_quintile_all_N,IMD_quintile_all_1_n,IMD_quintile_all_1_perc,IMD_quintile_all_2_n,IMD_quintile_all_2_perc,IMD_quintile_all_3_n,IMD_quintile_all_3_perc,IMD_quintile_all_4_n,IMD_quintile_all_4_perc,IMD_quintile_all_5_n,IMD_quintile_all_5_perc,IMD_quintile_all_Missing_n,IMD_quintile_all_Missing_perc,CCIweightedcat_N,CCIweightedcat_0-1_n,CCIweightedcat_0-1_perc,CCIweightedcat_2_n,CCIweightedcat_2_perc,CCIweightedcat_3_n,CCIweightedcat_3_perc,CCIweightedcat_4_n,CCIweightedcat_4_perc,CCIweightedcat_5_n,CCIweightedcat_5_perc,CCIweightedcat_6_n,CCIweightedcat_6_perc,CCIweightedcat_7+_n,CCIweightedcat_7+_perc
North East and Yorkshire,Humber Coast and Vale ,RJL,Northern Lincolnshire and Goole NHS Foundation Trust,SCU,Scunthorpe General Hospital,England,617,56,9.1,101,16.4,56,J44,C34,F03,39,<5,<5,69.6,-,-,101,J44,C34,F03,68,5,5,67.3,5,5,574,440,76.7,134,23.3,574,347,60.5,227,39.5,158,J44,J18,H26,70,32,<5,44.3,20.3,-,367,J44,J18,C34,143,50,8,39,13.6,2.2,617,74,66,80,617,293,47.5,324,52.5,0,0,0,0,0,0,617,186,30.1,85,13.8,170,27.6,107,17.3,64,10.4,5,0.8,617,372,60.3,51,8.3,118,19.1,41,6.6,16,2.6,10,1.6,9,1.5
North East and Yorkshire ,Humber Coast and Vale ,RWA,Hull University Teaching Hospitals NHS Trust,HRI,Hull Royal Infirmary,England,1184,87,7.3,144,12.2,87,J44,C34,J43,69,<5,<5,79.3,-,-,144,J44,I25,J43,103,8,5,71.5,5.6,3.5,1129,876,77.6,253,22.4,1129,649,57.5,480,42.5,304,J44,J18,C34,140,48,6,46.1,15.8,2,824,J44,J18,C34,333,105,20,40.4,12.7,2.4,1184,73,65,80,1184,511,43.2,673,56.8,0,0,0,0,0,0,1184,608,51.4,207,17.5,143,12.1,124,10.5,92,7.8,10,0.8,1184,745,62.9,87,7.3,212,17.9,77,6.5,27,2.3,8,0.7,28,2.4
North East and Yorkshire ,Humber Coast and Vale ,RCB,York and Scarborough Teaching Hospitals NHS Foundation Trust,SCA,Scarborough General Hospital,England,469,40,8.5,68,14.5,40,J44,I26,I71,26,<5,<5,65,-,-,68,J44,I25,C34,40,5,<5,58.8,7.4,-,442,329,74.4,113,25.6,442,239,54.1,203,45.9,147,J44,J18,L03,60,17,12,40.8,11.6,8.2,357,J44,J18,C18,145,42,17,40.6,11.8,4.8,469,73,68,79,469,205,43.7,264,56.3,0,0,0,0,0,0,469,177,37.7,113,24.1,93,19.8,67,14.3,17,3.6,<5,-,469,254,54.2,50,10.7,100,21.3,39,8.3,14,3,<5,-,10,2.1
North East and Yorkshire ,Humber Coast and Vale ,RCB,York and Scarborough Teaching Hospitals NHS Foundation Trust,YDH,York District Hospital,England,504,31,6.2,78,15.5,31,J44,I48,C34,23,<5,<5,74.2,-,-,78,J44,C34,I21,47,6,<5,60.3,7.7,-,486,344,70.8,142,29.2,486,271,55.8,215,44.2,184,J44,J18,J43,67,23,6,36.4,12.5,3.3,411,J44,J18,R06,131,44,12,31.9,10.7,2.9,504,74,67,80,504,221,43.8,282,56,0,0,0,0,<5,-,504,30,6,74,14.7,109,21.6,114,22.6,174,34.5,<5,-,504,345,68.5,33,6.5,81,16.1,27,5.4,11,2.2,<5,-,<5,-
North East and Yorkshire ,North East and North Cumbria ,RXP,County Durham and Darlington NHS Foundation Trust,DAR,Darlington Memorial Hospital,England,650,32,4.9,66,10.2,32,J44,I25,C25,21,<5,<5,65.6,-,-,66,J44,I25,C34,40,6,<5,60.6,9.1,-,639,495,77.5,144,22.5,639,385,60.3,254,39.7,178,J44,J18,D46,68,34,7,38.2,19.1,3.9,478,J44,J18,D46,184,74,21,38.5,15.5,4.4,650,73,66,80,650,290,44.6,356,54.8,0,0,0,0,<5,-,650,273,42,165,25.4,76,11.7,72,11.1,42,6.5,22,3.4,650,417,64.2,59,9.1,111,17.1,35,5.4,15,2.3,<5,-,9,1.4
North East and Yorkshire ,North East and North Cumbria ,RXP,County Durham and Darlington NHS Foundation Trust,DRY,University Hospital of North Durham,England,819,50,6.1,96,11.7,50,J44,I21,I25,42,<5,<5,84,-,-,96,J44,I25,I21,69,5,<5,71.9,5.2,-,800,611,76.4,189,23.6,800,460,57.5,340,42.5,231,J44,J18,B44,116,21,10,50.2,9.1,4.3,586,J44,J18,B44,291,51,17,49.7,8.7,2.9,819,73,66,79,819,338,41.3,477,58.2,0,0,0,0,<5,-,819,317,38.7,252,30.8,131,16,60,7.3,39,4.8,20,2.4,819,531,64.8,101,12.3,126,15.4,41,5,11,1.3,6,0.7,<5,-
North East and Yorkshire ,North East and North Cumbria ,RR7,Gateshead Health NHS Foundation Trust,QEG,"Queen Elizabeth Hospital, Gateshead",England,1025,44,4.3,107,10.4,44,J44,I25,J10,24,<5,<5,54.5,-,-,107,J44,C34,I25,50,12,5,46.7,11.2,4.7,997,733,73.5,264,26.5,997,541,54.3,456,45.7,327,J44,J18,J45,119,52,7,36.4,15.9,2.1,813,J44,J18,C34,298,101,22,36.7,12.4,2.7,1025,73,66,79,1025,429,41.9,596,58.1,0,0,0,0,0,0,1025,442,43.1,323,31.5,116,11.3,100,9.8,44,4.3,0,0,1025,672,65.6,125,12.2,156,15.2,40,3.9,16,1.6,<5,-,12,1.2
North East and Yorkshire ,North East and North Cumbria ,RNN,North Cumbria Integrated Care NHS Foundation Trust,CMI,Cumberland Infirmary,England,131,9,6.9,15,11.5,9,J44,C20,C34,5,<5,<5,55.6,-,-,15,J44,C20,C34,8,<5,<5,53.3,-,-,125,94,75.2,31,24.8,125,65,52,60,48,33,J44,J18,D50,11,6,<5,33.3,18.2,-,96,J44,J18,D50,42,12,<5,43.8,12.5,-,131,73,64,79,131,49,37.4,82,62.6,0,0,0,0,0,0,131,25,19.1,38,29,35,26.7,17,13,13,9.9,<5,-,131,66,50.4,20,15.3,30,22.9,8,6.1,<5,-,<5,-,<5,-
North East and Yorkshire ,North East and North Cumbria ,RNN,North Cumbria Integrated Care NHS Foundation Trust,WCI,West Cumberland Infirmary,England,7,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,<5,-,6,85.7,7,<5,-,6,85.7,6,J44,D50,J18,<5,<5,<5,-,-,-,11,J44,D50,J18,8,<5,<5,72.7,-,-,7,72,63,74,7,<5,-,5,71.4,0,0,0,0,0,0,7,<5,-,<5,-,0,0,0,0,<5,-,0,0,7,<5,-,0,0,5,71.4,<5,-,0,0,0,0,0,0
North East and Yorkshire ,North East and North Cumbria ,RVW,North Tees and Hartlepool NHS Foundation Trust,NTG,University Hospital of North Tees,England,1174,56,4.8,122,10.4,56,J44,C34,C15,39,<5,<5,69.6,-,-,122,J44,C34,C15,72,10,<5,59,8.2,-,1143,865,75.7,278,24.3,1143,641,56.1,502,43.9,334,J44,J18,A41,144,55,12,43.1,16.5,3.6,854,J44,J18,R07,357,114,23,41.8,13.3,2.7,1174,72,64,79,1174,455,38.8,719,61.2,0,0,0,0,0,0,1174,697,59.4,193,16.4,91,7.8,115,9.8,71,6,7,0.6,1174,638,54.3,136,11.6,244,20.8,68,5.8,39,3.3,16,1.4,33,2.8
North East and Yorkshire ,North East and North Cumbria ,RTF,Northumbria Healthcare NHS Foundation Trust,NSE,Northumbria Specialist Emergency Care Hospital,England,634,35,5.5,63,9.9,35,J44,I25,C34,24,<5,<5,68.6,-,-,63,J44,C34,I25,41,<5,<5,65.1,-,-,618,454,73.5,164,26.5,618,342,55.3,276,44.7,203,J44,J18,J10,95,33,5,46.8,16.3,2.5,514,J44,J18,J47,219,81,11,42.6,15.8,2.1,634,72,66,78,634,269,42.4,365,57.6,0,0,0,0,0,0,634,234,36.9,164,25.9,111,17.5,62,9.8,56,8.8,7,1.1,634,387,61,66,10.4,124,19.6,28,4.4,23,3.6,<5,-,5,0.8
North East and Yorkshire ,North East and North Cumbria ,RTR,South Tees Hospitals NHS Foundation Trust,FRH,Friarage Hospital,England,45,<5,-,6,13.3,<5,I21,J44,NA,<5,<5,NA,-,-,NA,6,J44,I21,U07,<5,<5,<5,-,-,-,45,33,73.3,12,26.7,45,28,62.2,17,37.8,14,J44,D04,I21,5,<5,<5,35.7,-,-,27,J44,J18,U07,7,6,<5,25.9,22.2,-,45,75,72,81,45,17,37.8,28,62.2,0,0,0,0,0,0,45,0,0,6,13.3,11,24.4,19,42.2,9,20,0,0,45,28,62.2,8,17.8,5,11.1,<5,-,<5,-,0,0,<5,-
North East and Yorkshire ,North East and North Cumbria ,RTR,South Tees Hospitals NHS Foundation Trust,SCM,James Cook University Hospital,England,604,44,7.3,79,13.1,44,J44,C34,I25,37,<5,<5,84.1,-,-,79,J44,C34,I25,61,<5,<5,77.2,-,-,578,422,73,156,27,578,314,54.3,264,45.7,203,J44,J18,J96,89,29,5,43.8,14.3,2.5,464,J44,J18,J96,201,57,11,43.3,12.3,2.4,604,72,64,79,604,255,42.2,348,57.6,0,0,0,0,<5,-,604,368,60.9,84,13.9,65,10.8,58,9.6,17,2.8,12,2,604,441,73,36,6,97,16.1,17,2.8,<5,-,<5,-,9,1.5
North East and Yorkshire ,North East and North Cumbria ,R0B,South Tyneside and Sunderland NHS Foundation Trust,STD,South Tyneside District Hospital,England,351,13,3.7,42,12,13,J44,C34,C26,8,<5,<5,61.5,-,-,42,J44,C34,I21,26,6,<5,61.9,14.3,-,343,259,75.5,84,24.5,343,188,54.8,155,45.2,112,J44,J18,C34,51,12,6,45.5,10.7,5.4,313,J44,J18,C34,117,31,17,37.4,9.9,5.4,351,73,65,81,351,164,46.7,187,53.3,0,0,0,0,0,0,351,192,54.7,92,26.2,30,8.5,21,6,14,4,<5,-,351,187,53.3,45,12.8,70,19.9,27,7.7,9,2.6,<5,-,11,3.1
North East and Yorkshire ,North East and North Cumbria ,R0B,South Tyneside and Sunderland NHS Foundation Trust,SUN,Sunderland Royal Hospital,England,557,32,5.7,66,11.8,32,J44,A41,C18,28,<5,<5,87.5,-,-,66,J44,C34,A41,52,<5,<5,78.8,-,-,531,384,72.3,147,27.7,531,275,51.8,256,48.2,171,J44,J18,A41,84,32,5,49.1,18.7,2.9,453,J44,J18,A41,230,71,13,50.8,15.7,2.9,557,71,64,78,557,191,34.3,366,65.7,0,0,0,0,0,0,557,347,62.3,122,21.9,45,8.1,37,6.6,5,0.9,<5,-,557,348,62.5,68,12.2,89,16,28,5,12,2.2,6,1.1,6,1.1
North East and Yorkshire ,North East and North Cumbria ,RTD,The Newcastle Upon Tyne Hospitals NHS Foundation Trust,RVN,Royal Victoria Infirmary,England,147,8,5.4,13,8.8,8,J44,I21,NA,7,<5,NA,87.5,-,NA,13,J44,C34,I21,9,<5,<5,69.2,-,-,143,115,80.4,28,19.6,143,76,53.1,67,46.9,37,J44,J18,A41,20,<5,<5,54.1,-,-,115,J44,J18,R06,57,8,6,49.6,7,5.2,147,71,65,77,147,63,42.9,84,57.1,0,0,0,0,0,0,147,97,66,24,16.3,11,7.5,5,3.4,9,6.1,<5,-,147,93,63.3,13,8.8,28,19,7,4.8,<5,-,<5,-,<5,-
North East and Yorkshire ,South Yorkshire and Bassetlaw ,RFF,Barnsley Hospital NHS Foundation Trust,BAR,Barnsley District General Hospital,England,895,41,4.6,96,10.7,41,J44,C34,C15,27,<5,<5,65.9,-,-,96,J44,C34,I25,53,6,<5,55.2,6.2,-,880,654,74.3,226,25.7,880,501,56.9,379,43.1,293,J44,J18,C34,137,47,7,46.8,16,2.4,686,J44,J18,C34,301,88,24,43.9,12.8,3.5,895,73,66,80,895,389,43.5,506,56.5,0,0,0,0,0,0,895,448,50.1,224,25,111,12.4,84,9.4,23,2.6,5,0.6,895,570,63.7,68,7.6,191,21.3,35,3.9,22,2.5,5,0.6,<5,-
North East and Yorkshire ,South Yorkshire and Bassetlaw ,RP5,Doncaster And Bassetlaw Teaching Hospitals NHS Foundation Trust,BSL,Bassetlaw District General Hospital,England,282,30,10.6,45,16,30,J44,C34,Cod,12,<5,<5,40,-,-,45,J44,I21,C34,21,<5,<5,46.7,-,-,266,207,77.8,59,22.2,266,162,60.9,104,39.1,74,J44,J18,H35,28,14,<5,37.8,18.9,-,173,J44,J18,C34,62,25,8,35.8,14.5,4.6,282,74,67,81,282,111,39.4,170,60.3,0,0,0,0,<5,-,282,100,35.5,70,24.8,61,21.6,40,14.2,8,2.8,<5,-,282,175,62.1,15,5.3,65,23,14,5,9,3.2,0,0,<5,-
North East and Yorkshire ,South Yorkshire and Bassetlaw ,RP5,Doncaster and Bassetlaw Teaching Hospitals NHS Foundation Trust,DID,Doncaster Royal Infirmary,England,701,48,6.8,93,13.3,48,J44,I25,C19,35,<5,<5,72.9,-,-,93,J44,I25,C34,61,6,<5,65.6,6.5,-,675,528,78.2,147,21.8,675,425,63,250,37,169,J44,J18,C34,63,29,6,37.3,17.2,3.6,425,J44,J18,C34,140,70,17,32.9,16.5,4,701,72,63,79,701,293,41.8,408,58.2,0,0,0,0,0,0,701,384,54.8,161,23,84,12,43,6.1,27,3.9,<5,-,701,468,66.8,65,9.3,116,16.5,31,4.4,7,1,7,1,7,1
North East and Yorkshire ,South Yorkshire and Bassetlaw ,RHQ,Sheffield Teaching Hospitals NHS Foundation Trust,NGS,Northern General Hospital,England,1058,43,4.1,92,8.7,43,J44,C67,Cod,27,<5,<5,62.8,-,-,92,J44,C34,Cod,52,<5,<5,56.5,-,-,1023,722,70.6,301,29.4,1023,535,52.3,488,47.7,388,J44,J18,J10,174,52,13,44.8,13.4,3.4,933,J44,J18,J10,405,119,26,43.4,12.8,2.8,1058,73,65,80,1058,516,48.8,542,51.2,0,0,0,0,0,0,1058,561,53,157,14.8,166,15.7,113,10.7,59,5.6,<5,-,1058,679,64.2,99,9.4,183,17.3,50,4.7,26,2.5,7,0.7,14,1.3
North East and Yorkshire ,South Yorkshire and Bassetlaw ,RFR,The Rotherham NHS Foundation Trust,ROT,Rotherham General Hospital,England,126,7,5.6,14,11.1,7,J44,J43,NA,6,<5,NA,85.7,-,NA,14,J44,C34,C76,8,<5,<5,57.1,-,-,122,92,75.4,30,24.6,122,73,59.8,49,40.2,39,J44,J18,D59,21,<5,<5,53.8,-,-,90,J44,J18,R69,45,6,<5,50,6.7,-,126,71,62,76,126,46,36.5,80,63.5,0,0,0,0,0,0,126,63,50,25,19.8,20,15.9,12,9.5,<5,-,<5,-,126,92,73,7,5.6,20,15.9,<5,-,<5,-,<5,-,0,0
North East and Yorkshire ,West Yorkshire and Harrogate ,RCF,Airedale NHS Foundation Trust,AIR,Airedale General Hospital,England,300,14,4.7,33,11,14,J44,I25,C34,10,<5,<5,71.4,-,-,33,J44,I25,C34,22,<5,<5,66.7,-,-,292,229,78.4,63,21.6,292,168,57.5,124,42.5,82,J44,J18,H25,32,14,5,39,17.1,6.1,239,J44,J18,C56,97,30,16,40.6,12.6,6.7,300,73,66,81,300,129,43,170,56.7,0,0,0,0,<5,-,300,108,36,49,16.3,65,21.7,51,17,25,8.3,<5,-,300,201,67,30,10,43,14.3,16,5.3,<5,-,<5,-,<5,-
North East and Yorkshire  ,West Yorkshire and Harrogate ,RAE,Bradford Teaching Hospitals NHS Foundation Trust,BRD,Bradford Royal Infirmary,England,1257,95,7.6,179,14.2,95,J44,C34,I25,56,<5,<5,58.9,-,-,179,J44,C34,I25,99,15,7,55.3,8.4,3.9,1207,893,74,314,26,1207,688,57,519,43,416,J44,J18,J96,128,83,14,30.8,20,3.4,971,J44,J18,J96,288,153,39,29.7,15.8,4,1257,72,64,80,1257,585,46.5,672,53.5,0,0,0,0,0,0,1257,805,64,249,19.8,115,9.1,62,4.9,18,1.4,8,0.6,1257,772,61.4,104,8.3,242,19.3,63,5,41,3.3,9,0.7,26,2.1
North East and Yorkshire  ,West Yorkshire and Harrogate ,RWY,Calderdale and Huddersfield NHS Foundation Trust,RHI,Calderdale Royal Hospital,England,387,36,9.3,67,17.3,36,J44,A41,C25,24,<5,<5,66.7,-,-,67,J44,C34,J84,43,<5,<5,64.2,-,-,371,281,75.7,90,24.3,371,225,60.6,146,39.4,114,J44,J18,C34,47,14,<5,41.2,12.3,-,261,J44,J18,J96,101,35,9,38.7,13.4,3.4,387,74,66,80,387,163,42.1,224,57.9,0,0,0,0,0,0,387,162,41.9,91,23.5,62,16,53,13.7,13,3.4,6,1.6,387,250,64.6,28,7.2,70,18.1,22,5.7,10,2.6,<5,-,<5,-
North East and Yorkshire  ,West Yorkshire and Harrogate ,RCD,Harrogate and District NHS Foundation Trust,HAR,Harrogate District Hospital,England,109,13,11.9,23,21.1,13,J44,I21,I25,9,<5,<5,69.2,-,-,23,J44,I25,C34,16,<5,<5,69.6,-,-,103,80,77.7,23,22.3,103,61,59.2,42,40.8,30,J44,C34,J18,19,<5,<5,63.3,-,-,79,J44,J18,C34,41,9,7,51.9,11.4,8.9,109,75,70,82,109,62,56.9,47,43.1,0,0,0,0,0,0,109,6,5.5,11,10.1,26,23.9,39,35.8,26,23.9,<5,-,109,74,67.9,7,6.4,20,18.3,<5,-,<5,-,0,0,<5,-
North East and Yorkshire  ,West Yorkshire and Harrogate ,RR8,Leeds Teaching Hospitals NHS Trust,SJL,St James's University Hospital,England,232,13,5.6,26,11.2,13,J44,C34,I63,10,<5,<5,76.9,-,-,26,J44,A09,C34,17,<5,<5,65.4,-,-,225,170,75.6,55,24.4,225,128,56.9,97,43.1,70,J44,J18,J96,42,9,<5,60,12.9,-,165,J44,J18,J96,86,22,7,52.1,13.3,4.2,232,71,63,78,232,85,36.6,147,63.4,0,0,0,0,0,0,232,148,63.8,33,14.2,19,8.2,23,9.9,<5,-,5,2.2,232,164,70.7,18,7.8,36,15.5,7,3,<5,-,<5,-,<5,-
North East and Yorkshire  ,West Yorkshire and Harrogate ,RXF,Mid Yorkshire Hospitals NHS Trust,PIN,Pinderfields General Hospital,England,1405,91,6.5,164,11.7,91,J44,C34,I25,49,12,<5,53.8,13.2,-,164,J44,C34,I25,92,18,6,56.1,11,3.7,1356,1034,76.3,322,23.7,1356,754,55.6,602,44.4,402,J44,J18,J96,154,69,21,38.3,17.2,5.2,1074,J44,J18,J96,425,174,46,39.6,16.2,4.3,1405,72,65,77,1405,568,40.4,837,59.6,0,0,0,0,0,0,1405,659,46.9,311,22.1,230,16.4,155,11,38,2.7,12,0.9,1405,934,66.5,118,8.4,239,17,63,4.5,21,1.5,9,0.6,21,1.5
North West ,Cheshire and Merseyside,REM,Liverpool University Hospitals NHS Foundation Trust,RLU,Royal Liverpool University Hospital,England,758,43,5.7,91,12,43,J44,I25,C15,32,<5,<5,74.4,-,-,91,J44,C34,I25,55,9,<5,60.4,9.9,-,736,521,70.8,215,29.2,736,381,51.8,355,48.2,276,J44,J18,N18,88,48,11,31.9,17.4,4,679,J44,J18,N18,226,104,36,33.3,15.3,5.3,758,70,61,78,758,311,41,447,59,0,0,0,0,0,0,758,608,80.2,89,11.7,26,3.4,33,4.4,<5,-,0,0,758,495,65.3,71,9.4,122,16.1,39,5.1,15,2,<5,-,14,1.8
North West ,Cheshire and Merseyside,REM,Liverpool University Hospitals NHS Foundation Trust,FAZ,University Hospital Aintree,England,1011,33,3.3,70,6.9,33,J44,C34,I48,25,<5,<5,75.8,-,-,70,J44,C34,I48,46,6,<5,65.7,8.6,-,992,738,74.4,254,25.6,992,532,53.6,460,46.4,325,J44,J18,I50,143,38,10,44,11.7,3.1,824,J44,J18,I50,330,95,24,40,11.5,2.9,1011,69,60,77,1011,380,37.6,631,62.4,0,0,0,0,0,0,1011,796,78.7,105,10.4,58,5.7,42,4.2,<5,-,8,0.8,1011,745,73.7,62,6.1,153,15.1,27,2.7,14,1.4,<5,-,8,0.8
North West ,Cheshire and Merseyside Health and Care Partnership ,RJR,Countess of Chester Hospital NHS Foundation Trust,COC,Countess of Chester Hospital,England,256,14,5.5,34,13.3,14,J44,K56,W19,12,<5,<5,85.7,-,-,34,J44,I25,C34,22,<5,<5,64.7,-,-,239,183,76.6,56,23.4,239,135,56.5,104,43.5,69,J44,J18,I50,21,12,6,30.4,17.4,8.7,181,J44,J18,I50,54,32,9,29.8,17.7,5,256,74,68,81,256,105,41,150,58.6,0,0,0,0,<5,-,256,91,35.5,58,22.7,28,10.9,37,14.5,36,14.1,6,2.3,256,140,54.7,19,7.4,62,24.2,17,6.6,11,4.3,<5,-,<5,-
North West ,Cheshire and Merseyside Health and Care Partnership ,RJN,East Cheshire NHS Trust,MAC,Macclesfield District General Hospital,England,226,22,9.7,38,16.8,22,J44,C34,C80,15,<5,<5,68.2,-,-,38,J44,C34,C80,25,<5,<5,65.8,-,-,211,175,82.9,36,17.1,211,140,66.4,71,33.6,45,J44,J18,C90,16,5,<5,35.6,11.1,-,106,J44,J18,C90,40,18,<5,37.7,17,-,226,74,67,81,226,95,42,131,58,0,0,0,0,0,0,226,20,8.8,62,27.4,47,20.8,43,19,53,23.5,<5,-,226,142,62.8,24,10.6,38,16.8,9,4,7,3.1,<5,-,<5,-
North West ,Cheshire and Merseyside Health and Care Partnership ,RBT,Mid Cheshire Hospitals NHS Foundation Trust,LGH,Leighton Hospital,England,246,19,7.7,30,12.2,19,J44,C34,C61,14,<5,<5,73.7,-,-,30,J44,C34,C61,24,<5,<5,80,-,-,234,181,77.4,53,22.6,234,143,61.1,91,38.9,63,J44,J18,C34,18,7,<5,28.6,11.1,-,154,J44,J18,I50,58,14,8,37.7,9.1,5.2,246,71,65,79,246,95,38.6,151,61.4,0,0,0,0,0,0,246,64,26,56,22.8,43,17.5,49,19.9,31,12.6,<5,-,246,148,60.2,21,8.5,49,19.9,16,6.5,<5,-,<5,-,5,2
North West ,Cheshire and Merseyside Health and Care Partnership ,RVY,Southport and Ormskirk Hospital NHS Trust,SOU,Southport and Formby District General,England,337,26,7.7,57,16.9,26,J44,J18,J84,14,<5,<5,53.8,-,-,57,J44,C34,J84,31,5,<5,54.4,8.8,-,322,234,72.7,88,27.3,322,159,49.4,163,50.6,121,J44,N18,J18,35,13,12,28.9,10.7,9.9,282,J44,J18,N18,86,28,22,30.5,9.9,7.8,337,75,65,82,337,151,44.8,186,55.2,0,0,0,0,0,0,337,85,25.2,53,15.7,106,31.5,47,13.9,43,12.8,<5,-,337,184,54.6,35,10.4,66,19.6,21,6.2,8,2.4,12,3.6,11,3.3
North West ,Cheshire and Merseyside Health and Care Partnership ,RBN,St Helens and Knowsley Teaching Hospitals NHS Trust,WHI,Whiston Hospital,England,632,33,5.2,70,11.1,33,J44,C34,J18,27,<5,<5,81.8,-,-,70,J44,C34,J18,50,<5,<5,71.4,-,-,618,461,74.6,157,25.4,618,325,52.6,293,47.4,195,J44,J18,A41,95,27,<5,48.7,13.8,-,499,J44,J18,A41,205,67,16,41.1,13.4,3.2,632,71,62,79,632,228,36.1,403,63.8,0,0,0,0,<5,-,632,422,66.8,94,14.9,58,9.2,35,5.5,16,2.5,7,1.1,632,417,66,55,8.7,113,17.9,21,3.3,15,2.4,<5,-,8,1.3
North West ,Cheshire and Merseyside Health and Care Partnership ,RWW,Warrington and Halton Hospitals NHS Foundation Trust,WDG,Warrington District General Hospital,England,333,24,7.2,44,13.2,24,J44,J84,A31,17,<5,<5,70.8,-,-,44,J44,C34,I21,25,<5,<5,56.8,-,-,314,235,74.8,79,25.2,314,166,52.9,148,47.1,100,J44,J18,A41,33,19,<5,33,19,-,232,J44,J18,A41,85,42,6,36.6,18.1,2.6,333,72,67,79,333,142,42.6,191,57.4,0,0,0,0,0,0,333,168,50.5,43,12.9,37,11.1,48,14.4,30,9,7,2.1,333,230,69.1,21,6.3,62,18.6,13,3.9,<5,-,<5,-,<5,-
North West ,Cheshire and Merseyside Health and Care Partnership ,RBL,Wirral University Teaching Hospital NHS Foundation Trust,WIR,Arrowe Park Hospital,England,569,45,7.9,71,12.5,45,J44,C80,Cod,31,<5,<5,68.9,-,-,71,J44,I25,J43,46,<5,<5,64.8,-,-,536,399,74.4,137,25.6,536,284,53,252,47,173,J44,J18,N18,64,23,13,37,13.3,7.5,479,J44,J18,N18,157,68,36,32.8,14.2,7.5,569,72,63,79,569,230,40.4,339,59.6,0,0,0,0,0,0,569,335,58.9,80,14.1,67,11.8,48,8.4,24,4.2,15,2.6,569,344,60.5,47,8.3,118,20.7,33,5.8,12,2.1,5,0.9,10,1.8
North West ,Greater Manchester Health and Social Care Partnership ,RMC,Bolton NHS Foundation Trust,BOL,Royal Bolton Hospital,England,90,<5,-,7,7.8,<5,J44,C34,R54,<5,<5,<5,-,-,-,7,J44,C34,I25,<5,<5,<5,-,-,-,88,79,89.8,9,10.2,88,61,69.3,27,30.7,15,N18,J44,J18,5,<5,<5,33.3,-,-,71,N18,J44,J18,32,15,7,45.1,21.1,9.9,90,72,63,78,90,26,28.9,64,71.1,0,0,0,0,0,0,90,53,58.9,14,15.6,9,10,7,7.8,5,5.6,<5,-,90,67,74.4,7,7.8,15,16.7,0,0,0,0,0,0,<5,-
North West ,Greater Manchester Health and Social Care Partnership ,R0A,Manchester University NHS Foundation Trust,MRI,Manchester Royal Infirmary,England,641,34,5.3,71,11.1,34,J44,C34,C61,18,5,<5,52.9,14.7,-,71,J44,C34,I25,34,11,5,47.9,15.5,7,617,461,74.7,156,25.3,617,342,55.4,275,44.6,238,J44,N18,J18,81,47,24,34,19.7,10.1,625,J44,N18,J18,200,138,54,32,22.1,8.6,641,69,61,77,641,316,49.3,323,50.4,<5,-,0,0,<5,-,641,461,71.9,124,19.3,38,5.9,12,1.9,<5,-,<5,-,641,368,57.4,49,7.6,139,21.7,34,5.3,28,4.4,10,1.6,13,2
